,datetime,계절,사고시간,hour,공정율,날씨,공사종류,공종(소분류),공사비,작업자수,부상자,최소공사비
2901,2020-08-23,여름,15:00,15,80~89%,맑음,토목/도로/도로,토공사,100억 ~ 150억원 미만,19인 이하,1,100억 
2903,2020-08-24,여름,8:10,8,30~39%,맑음,건축/건축물/근린생활시설,철근콘크리트공사,20억 ~ 50억원 미만,19인 이하,1,20억 
2904,2020-08-24,여름,8:35,8,40~49%,맑음,건축/건축물/교정 및 군사시설,해체 및 철거공사,10억 ~ 20억원 미만,19인 이하,1,10억 
2905,2020-08-24,여름,9:40,9,50~59%,맑음,건축/건축물/교육연구시설,기계설비공사,5억 ~ 10억원 미만,19인 이하,1,5억 
2906,2020-08-24,여름,10:30,10,90% 이상,맑음,건축/건축물/공동주택,전기설비공사,50억 ~ 100억원 미만,19인 이하,1,50억 
2907,2020-08-24,여름,11:30,11,10~19%,맑음,토목/상하수도/상수도,관공사,50억 ~ 100억원 미만,19인 이하,1,50억 
2908,2020-08-24,여름,13:20,13,10% 미만,맑음,건축/건축물/운동시설,건축 토공사,5억 ~ 10억원 미만,19인 이하,1,5억 
2909,2020-08-24,여름,16:50,16,10% 미만,맑음,토목/철도/지하철,철도 및 궤도공사,"500억 ~ 1,000억원 미만",19인 이하,1,500억 
2910,2020-08-24,여름,17:45,17,30~39%,맑음,토목/하천/기타,기타,50억 ~ 100억원 미만,19인 이하,1,50억 
2911,2020-08-25,여름,10:35,10,10% 미만,맑음,토목/하천/기타,해체 및 철거공사,200억 ~ 300억원 미만,19인 이하,1,200억 
2912,2020-08-25,여름,11:00,11,10~19%,흐림,건축/건축물/공동주택,철근콘크리트공사,"1,000억원 이상",19인 이하,1,"1,000억원 이상"
2913,2020-08-25,여름,11:00,11,80~89%,맑음,건축/건축물/종교시설,가설공사,20억 ~ 50억원 미만,19인 이하,1,20억 
2914,2020-08-25,여름,11:00,11,90% 이상,흐림,건축/건축물/기타,산업설비공사,"1,000억원 이상",19인 이하,1,"1,000억원 이상"
2915,2020-08-25,여름,11:00,11,90% 이상,맑음,건축/건축물/단독주택,해체 및 철거공사,20억 ~ 50억원 미만,19인 이하,1,20억 
2916,2020-08-25,여름,11:30,11,30~39%,맑음,건축/건축물/교정 및 군사시설,해체 및 철거공사,"2,000만 ~ 4,000만원 미만",19인 이하,1,"2,000만 "
2917,2020-08-25,여름,12:00,12,80~89%,맑음,토목/도로/도로,관공사 부대공사,50억 ~ 100억원 미만,19인 이하,1,50억 
2918,2020-08-25,여름,15:50,15,60~69%,맑음,건축/건축물/공장,지정공사,50억 ~ 100억원 미만,19인 이하,1,50억 
2919,2020-08-26,여름,8:43,8,10~19%,맑음,건축/건축물/창고시설,지붕 및 홈통공사,5억 ~ 10억원 미만,19인 이하,1,5억 
2920,2020-08-26,여름,9:00,9,30~39%,맑음,건축/건축물/공장,가설공사,50억 ~ 100억원 미만,19인 이하,1,50억 
2921,2020-08-26,여름,9:00,9,50~59%,맑음,건축/건축물/교육연구시설,철근콘크리트공사,20억 ~ 50억원 미만,19인 이하,1,20억 
2922,2020-08-26,여름,10:00,10,10~19%,맑음,건축/건축물/근린생활시설,목공사,3억 ~ 5억원 미만,19인 이하,1,3억 
2923,2020-08-26,여름,14:22,14,40~49%,맑음,토목/상하수도/상수도,기타,20억 ~ 50억원 미만,19인 이하,1,20억 
2924,2020-08-27,여름,10:11,10,50~59%,흐림,건축/건축물/업무시설,기계설비공사,20억 ~ 50억원 미만,19인 이하,1,20억 
2925,2020-08-27,여름,10:30,10,10~19%,흐림,건축/건축물/공동주택,가설공사,100억 ~ 150억원 미만,19인 이하,1,100억 
2926,2020-08-28,여름,14:13,14,70~79%,맑음,건축/건축물/단독주택,창호 및 유리공사,5억 ~ 10억원 미만,19인 이하,1,5억 
2928,2020-08-29,여름,10:10,10,60~69%,흐림,토목/교량/도로교량,교량공사,300억 ~ 500억원 미만,19인 이하,1,300억 
2929,2020-08-29,여름,15:40,15,90% 이상,맑음,건축/건축물/운수시설,창호 및 유리공사,100억 ~ 150억원 미만,19인 이하,1,100억 
2930,2020-08-29,여름,15:40,15,90% 이상,맑음,건축/건축물/운수시설,창호 및 유리공사,100억 ~ 150억원 미만,19인 이하,1,100억 
2931,2020-08-29,여름,15:40,15,10~19%,맑음,토목/도로/도로,교량공사,100억 ~ 150억원 미만,19인 이하,1,100억 
2932,2020-08-29,여름,16:19,16,10% 미만,흐림,건축/건축물/공장,철근콘크리트공사,100억 ~ 150억원 미만,19인 이하,1,100억 
2933,2020-08-29,여름,16:30,16,10% 미만,흐림,건축/건축물/교육연구시설,가설공사,"1,000만 ~ 2,000만원 미만",19인 이하,1,"1,000만 "
2934,2020-08-29,여름,17:00,17,90% 이상,흐림,토목/상하수도/하수도,관공사,2억 ~ 3억원 미만,19인 이하,1,2억 
2935,2020-08-30,여름,8:38,8,90% 이상,맑음,토목/도로/도로,관공사 부대공사,"1,000억원 이상",19인 이하,1,"1,000억원 이상"
2936,2020-08-30,여름,9:46,9,60~69%,맑음,토목/기타/부지조성,해체 및 철거공사,20억 ~ 50억원 미만,19인 이하,1,20억 
2937,2020-08-31,여름,10:06,10,80~89%,맑음,토목/도로/도로,토공사,200억 ~ 300억원 미만,19인 이하,1,200억 
2938,2020-08-31,여름,11:00,11,10% 미만,맑음,건축/건축물/공동주택,가설공사,10억 ~ 20억원 미만,19인 이하,1,10억 
2939,2020-08-31,여름,12:40,12,80~89%,맑음,토목/상하수도/상수도,토공사,50억 ~ 100억원 미만,19인 이하,1,50억 
2940,2020-08-31,여름,12:40,12,10% 미만,흐림,건축/건축물/공동주택,해체 및 철거공사,200억 ~ 300억원 미만,19인 이하,1,200억 
2941,2020-08-31,여름,16:20,16,80~89%,맑음,토목/도로/도로,도로 및 포장공사,20억 ~ 50억원 미만,19인 이하,1,20억 
2942,2020-08-31,여름,17:00,17,10% 미만,흐림,건축/건축물/교육연구시설,가설공사,"1,000만 ~ 2,000만원 미만",19인 이하,1,"1,000만 "
2943,2020-09-01,가을,9:27,9,10~19%,맑음,토목/상하수도/상수도,가설공사,50억 ~ 100억원 미만,19인 이하,1,50억 
2944,2020-09-02,가을,9:00,9,90% 이상,강우,건축/건축물/교육연구시설,도장공사,"1,000억원 이상",19인 이하,1,"1,000억원 이상"
2945,2020-09-02,가을,9:27,9,90% 이상,맑음,건축/건축물/노유자시설,건축물 부대공사,20억 ~ 50억원 미만,19인 이하,1,20억 
2946,2020-09-02,가을,9:40,9,10% 미만,흐림,건축/건축물/교육연구시설,해체 및 철거공사,100억 ~ 150억원 미만,19인 이하,1,100억 
2947,2020-09-02,가을,15:00,15,90% 이상,맑음,건축/건축물/공동주택,철근콘크리트공사,"1,000억원 이상",19인 이하,1,"1,000억원 이상"
2948,2020-09-03,가을,8:20,8,20~29%,강우,건축/건축물/공장,토공사,300억 ~ 500억원 미만,19인 이하,1,300억 
2949,2020-09-03,가을,8:20,8,60~69%,맑음,건축/건축물/근린생활시설,기계설비공사,50억 ~ 100억원 미만,19인 이하,1,50억 
2950,2020-09-03,가을,9:30,9,30~39%,강풍,토목/도로/도로,도로 및 포장공사,1억 ~ 2억원 미만,19인 이하,1,1억 
2951,2020-09-03,가을,11:00,11,60~69%,맑음,건축/건축물/근린생활시설,철근콘크리트공사,10억 ~ 20억원 미만,19인 이하,1,10억 
2952,2020-09-04,가을,13:00,13,10~19%,맑음,건축/건축물/단독주택,목공사,3억 ~ 5억원 미만,19인 이하,1,3억 
2953,2020-09-04,가을,13:29,13,40~49%,맑음,건축/건축물/기타,가설공사,5억 ~ 10억원 미만,19인 이하,1,5억 
2955,2020-09-04,가을,17:00,17,10~19%,흐림,건축/건축물/공동주택,가설공사,300억 ~ 500억원 미만,19인 이하,1,300억 
2956,2020-09-04,가을,18:44,18,20~29%,흐림,토목/상하수도/상수도,토공사,"4,000만 ~ 1억원 미만",19인 이하,1,"4,000만 "
2957,2020-09-05,가을,8:50,8,50~59%,맑음,토목/상하수도/하수도,관공사 부대공사,50억 ~ 100억원 미만,19인 이하,1,50억 
2958,2020-09-05,가을,8:53,8,90% 이상,흐림,토목/상하수도/하수도,관공사 부대공사,2억 ~ 3억원 미만,19인 이하,1,2억 
2959,2020-09-05,가을,10:30,10,40~49%,맑음,건축/건축물/근린생활시설,해체 및 철거공사,2억 ~ 3억원 미만,19인 이하,1,2억 
2960,2020-09-06,가을,9:00,9,70~79%,흐림,토목/항만/기타,항만공사,200억 ~ 300억원 미만,19인 이하,1,200억 
2961,2020-09-06,가을,9:11,9,50~59%,강우,건축/건축물/문화 및 집회시설,철근콘크리트공사,50억 ~ 100억원 미만,19인 이하,1,50억 
2962,2020-09-06,가을,13:00,13,40~49%,맑음,산업환경설비/발전시설,기계설비공사,2억 ~ 3억원 미만,19인 이하,1,2억 
2963,2020-09-06,가을,16:00,16,60~69%,맑음,토목/도로/도로,철근콘크리트공사,"1,000억원 이상",19인 이하,1,"1,000억원 이상"
2964,2020-09-07,가을,14:25,14,20~29%,흐림,건축/건축물/교육연구시설,철근콘크리트공사,50억 ~ 100억원 미만,19인 이하,1,50억 
2965,2020-09-08,가을,8:10,8,50~59%,맑음,토목/도로/도로,토공사,20억 ~ 50억원 미만,19인 이하,1,20억 
2966,2020-09-08,가을,8:45,8,50~59%,강우,건축/건축물/공동주택,수장공사,5억 ~ 10억원 미만,19인 이하,1,5억 
2967,2020-09-08,가을,9:00,9,40~49%,흐림,토목/도로/도로,철근콘크리트공사,3억 ~ 5억원 미만,19인 이하,1,3억 
2968,2020-09-08,가을,9:40,9,10% 미만,맑음,건축/건축물/단독주택,지반조사,2억 ~ 3억원 미만,19인 이하,1,2억 
2970,2020-09-08,가을,14:00,14,40~49%,맑음,토목/기타/부지조성,토공사,100억 ~ 150억원 미만,19인 이하,1,100억 
2971,2020-09-09,가을,8:00,8,90% 이상,맑음,토목/기타,기타,3억 ~ 5억원 미만,19인 이하,1,3억 
2972,2020-09-09,가을,8:10,8,20~29%,흐림,건축/건축물/문화 및 집회시설,가설공사,5억 ~ 10억원 미만,19인 이하,1,5억 
2973,2020-09-09,가을,8:10,8,30~39%,흐림,건축/건축물/공동주택,철근콘크리트공사,"1,000억원 이상",19인 이하,1,"1,000억원 이상"
2974,2020-09-09,가을,9:00,9,90% 이상,흐림,건축/건축물/근린생활시설,철근콘크리트공사,20억 ~ 50억원 미만,19인 이하,1,20억 
2975,2020-09-09,가을,14:30,14,60~69%,흐림,건축/건축물/노유자시설,미장공사,10억 ~ 20억원 미만,19인 이하,1,10억 
2977,2020-09-09,가을,15:15,15,60~69%,흐림,건축/건축물/업무시설,도장공사,3억 ~ 5억원 미만,19인 이하,1,3억 
2978,2020-09-09,가을,16:30,16,70~79%,맑음,토목/옹벽 및 절토사면/기타,가설공사,2억 ~ 3억원 미만,19인 이하,1,2억 
2979,2020-09-10,가을,9:30,9,60~69%,맑음,건축/건축물/업무시설,수장공사,20억 ~ 50억원 미만,19인 이하,1,20억 
2980,2020-09-10,가을,9:30,9,50~59%,맑음,토목/교량/도로교량,교량공사,100억 ~ 150억원 미만,19인 이하,1,100억 
2981,2020-09-10,가을,10:00,10,60~69%,맑음,토목/상하수도/기타,관공사,10억 ~ 20억원 미만,19인 이하,1,10억 
2982,2020-09-10,가을,10:10,10,90% 이상,맑음,토목/교량/도로교량,하천공사,100억 ~ 150억원 미만,19인 이하,1,100억 
2983,2020-09-10,가을,10:59,10,50~59%,맑음,건축/건축물/문화 및 집회시설,목공사,3억 ~ 5억원 미만,19인 이하,1,3억 
2984,2020-09-10,가을,14:30,14,90% 이상,맑음,건축/건축물/업무시설,건축물 부대공사,300억 ~ 500억원 미만,19인 이하,1,300억 
2985,2020-09-11,가을,7:30,7,10~19%,맑음,건축/건축물/공동주택,가설공사,"1,000억원 이상",19인 이하,1,"1,000억원 이상"
2986,2020-09-11,가을,7:30,7,10~19%,흐림,건축/건축물/공동주택,철골공사,300억 ~ 500억원 미만,19인 이하,1,300억 
2987,2020-09-11,가을,8:30,8,60~69%,맑음,건축/건축물/단독주택,철근콘크리트공사,20억 ~ 50억원 미만,19인 이하,1,20억 
2988,2020-09-11,가을,10:17,10,10% 미만,맑음,토목/도로/도로,도로 및 포장공사,3억 ~ 5억원 미만,19인 이하,1,3억 
2989,2020-09-11,가을,10:30,10,90% 이상,강우,조경/기타,기타,"4,000만 ~ 1억원 미만",19인 이하,1,"4,000만 "
2990,2020-09-11,가을,11:15,11,90% 이상,흐림,건축/건축물/공동주택,해체 및 철거공사,"1,000억원 이상",19인 이하,1,"1,000억원 이상"
2991,2020-09-11,가을,12:00,12,90% 이상,맑음,토목/도로/도로,도로 및 포장공사,"2,000만 ~ 4,000만원 미만",19인 이하,1,"2,000만 "
2992,2020-09-11,가을,14:10,14,80~89%,맑음,건축/건축물/교육연구시설,미장공사,2억 ~ 3억원 미만,19인 이하,1,2억 
2993,2020-09-12,가을,7:30,7,30~39%,흐림,건축/건축물/판매시설,가설공사,20억 ~ 50억원 미만,19인 이하,1,20억 
2994,2020-09-12,가을,9:00,9,10% 미만,맑음,건축/건축물/교육연구시설,가설공사,50억 ~ 100억원 미만,19인 이하,1,50억 
2995,2020-09-12,가을,9:15,9,50~59%,강우,건축/건축물/공장,수장공사,50억 ~ 100억원 미만,19인 이하,1,50억 
2996,2020-09-12,가을,14:00,14,90% 이상,흐림,건축/건축물/근린생활시설,철근콘크리트공사,20억 ~ 50억원 미만,19인 이하,1,20억 
2997,2020-09-13,가을,8:10,8,70~79%,맑음,토목/댐/기타,가설공사,10억 ~ 20억원 미만,19인 이하,1,10억 
2998,2020-09-13,가을,10:20,10,70~79%,맑음,토목/도로/기타,관공사,1억 ~ 2억원 미만,19인 이하,1,1억 
2999,2020-09-14,가을,8:40,8,10% 미만,맑음,토목/댐/다목적댐,가설공사,200억 ~ 300억원 미만,19인 이하,1,200억 
3000,2020-09-14,가을,10:00,10,10% 미만,흐림,건축/건축물/업무시설,건축물 부대공사,"1,000억원 이상",19인 이하,1,"1,000억원 이상"
3001,2020-09-14,가을,12:10,12,90% 이상,맑음,토목/하천/기타,토공사,100억 ~ 150억원 미만,19인 이하,1,100억 
3002,2020-09-14,가을,14:10,14,20~29%,맑음,토목/교량/도로교량,해체 및 철거공사,20억 ~ 50억원 미만,19인 이하,1,20억 
3003,2020-09-14,가을,16:00,16,10% 미만,맑음,건축/건축물/공동주택,토공사,"1,000억원 이상",19인 이하,1,"1,000억원 이상"
3004,2020-09-14,가을,16:00,16,80~89%,맑음,건축/건축물/문화 및 집회시설,금속공사,20억 ~ 50억원 미만,19인 이하,1,20억 
3005,2020-09-15,가을,11:00,11,70~79%,맑음,건축/건축물/교육연구시설,창호 및 유리공사,20억 ~ 50억원 미만,19인 이하,1,20억 
3006,2020-09-15,가을,11:00,11,70~79%,맑음,건축/건축물/교육연구시설,창호 및 유리공사,20억 ~ 50억원 미만,19인 이하,1,20억 
3007,2020-09-15,가을,15:00,15,50~59%,맑음,산업환경설비/발전시설,수장공사,"1,000억원 이상",19인 이하,1,"1,000억원 이상"
3008,2020-09-15,가을,16:30,16,10~19%,흐림,토목/도로/도로,철근콘크리트공사,5억 ~ 10억원 미만,19인 이하,1,5억 
3009,2020-09-16,가을,10:20,10,50~59%,맑음,산업환경설비/환경시설/환경오염방지시설,가설공사,300억 ~ 500억원 미만,19인 이하,1,300억 
3010,2020-09-16,가을,11:05,11,90% 이상,맑음,건축/건축물/숙박시설,철근콘크리트공사,5억 ~ 10억원 미만,19인 이하,1,5억 
3011,2020-09-16,가을,13:15,13,20~29%,맑음,건축/건축물/기타,철근콘크리트공사,2억 ~ 3억원 미만,19인 이하,1,2억 
3012,2020-09-16,가을,15:00,15,30~39%,맑음,토목/항만/방파제,항만공사,50억 ~ 100억원 미만,19인 이하,1,50억 
3013,2020-09-16,가을,15:10,15,80~89%,맑음,건축/건축물/업무시설,건축물 부대공사,100억 ~ 150억원 미만,19인 이하,1,100억 
3014,2020-09-17,가을,9:30,9,10% 미만,맑음,건축/건축물/문화 및 집회시설,해체 및 철거공사,1억 ~ 2억원 미만,19인 이하,1,1억 
3015,2020-09-17,가을,11:50,11,20~29%,맑음,토목/도로/도로,철근콘크리트공사,3억 ~ 5억원 미만,19인 이하,1,3억 
3016,2020-09-18,가을,7:30,7,10% 미만,흐림,건축/건축물/단독주택,건축 토공사,3억 ~ 5억원 미만,19인 이하,1,3억 
3017,2020-09-18,가을,7:40,7,30~39%,흐림,건축/건축물/근린생활시설,해체 및 철거공사,10억 ~ 20억원 미만,19인 이하,1,10억 
3018,2020-09-18,가을,11:25,11,30~39%,맑음,건축/건축물/근린생활시설,철근콘크리트공사,10억 ~ 20억원 미만,19인 이하,1,10억 
3019,2020-09-18,가을,13:00,13,90% 이상,맑음,건축/건축물/공동주택,기계설비공사,10억 ~ 20억원 미만,19인 이하,1,10억 
3020,2020-09-18,가을,14:00,14,60~69%,흐림,건축/건축물/교육연구시설,가설공사,150억 ~ 200억원 미만,19인 이하,1,150억 
3021,2020-09-18,가을,14:00,14,10~19%,맑음,건축/건축물/숙박시설,건축물 부대공사,10억 ~ 20억원 미만,19인 이하,1,10억 
3022,2020-09-19,가을,10:41,10,40~49%,맑음,토목/상하수도/상수도,관공사,50억 ~ 100억원 미만,19인 이하,1,50억 
3023,2020-09-19,가을,14:00,14,10~19%,강우,건축/건축물/공동주택,철근콘크리트공사,"1,000억원 이상",19인 이하,1,"1,000억원 이상"
3024,2020-09-19,가을,14:00,14,30~39%,맑음,건축/건축물/공동주택,철근콘크리트공사,"500억 ~ 1,000억원 미만",19인 이하,1,500억 
3025,2020-09-19,가을,16:45,16,80~89%,흐림,토목/교량/도로교량,교량공사,300억 ~ 500억원 미만,19인 이하,1,300억 
3026,2020-09-20,가을,8:23,8,90% 이상,맑음,건축/건축물/공장,도장공사,3억 ~ 5억원 미만,19인 이하,1,3억 
3027,2020-09-20,가을,8:40,8,40~49%,맑음,토목/상하수도/하수도,철근콘크리트공사,150억 ~ 200억원 미만,19인 이하,1,150억 
3028,2020-09-20,가을,15:15,15,40~49%,맑음,건축/건축물/판매시설,철골공사,20억 ~ 50억원 미만,19인 이하,1,20억 
3029,2020-09-20,가을,15:30,15,10~19%,맑음,건축/건축물/근린생활시설,철근콘크리트공사,10억 ~ 20억원 미만,19인 이하,1,10억 
3030,2020-09-20,가을,15:35,15,50~59%,맑음,토목/교량/도로교량,교량공사,150억 ~ 200억원 미만,19인 이하,1,150억 
3031,2020-09-21,가을,8:20,8,70~79%,맑음,토목/상하수도/하수도,관공사,5억 ~ 10억원 미만,19인 이하,1,5억 
3032,2020-09-21,가을,9:00,9,40~49%,맑음,건축/건축물/근린생활시설,철근콘크리트공사,50억 ~ 100억원 미만,19인 이하,1,50억 
3033,2020-09-21,가을,9:00,9,50~59%,맑음,토목/도로/도로,철근콘크리트공사,3억 ~ 5억원 미만,19인 이하,1,3억 
3034,2020-09-21,가을,15:11,15,90% 이상,맑음,토목/교량/도로교량,교량공사,5억 ~ 10억원 미만,19인 이하,1,5억 
3035,2020-09-21,가을,15:30,15,20~29%,맑음,토목/하천/관개수로,하천공사,100억 ~ 150억원 미만,19인 이하,1,100억 
